10 1 1 31
0.0127294,6.493E-4,0.0091214,-0.0122019,0.0090906,0.0140714,0.0092789,0.0175479,0.0049141,0.0073853,-0.0069773,-0.003748,-0.0039011,-0.0094952,0.0024035,-0.0023896,7.442E-4,-0.0108749,-0.0076578,0.0083666,0.0018298,0.0020526,-0.0172413,-7.798E-4,0.0176742,0.0062004,-0.003131,-0.0056208,0.0092685,0.0039971,-0.0147121, 

0.0129738,0.0120101,-0.0170391,0.0034134,0.0090141,0.0052896,0.0014096,0.0062243,-0.0093627,6.26E-5,0.0162608,0.002635,-0.0067424,-0.0032372,-0.0046959,-0.0062289,-0.0025716,0.0184166,0.0020664,0.005081,0.0163995,-0.0114151,0.0021096,0.0012292,0.0177573,-0.0130253,-0.0096013,-0.006052,-0.0096985,0.0097651,-0.0014755, 

0.0036896,-0.0047578,-0.0010904,-0.0107455,0.0010767,-0.0021433,0.0026024,-0.0029867,-0.0094888,-0.0077258,0.017087,-0.0058957,-0.0161747,-0.0192959,3.512E-4,0.0076153,7.334E-4,-0.0035117,-0.0040318,0.0035563,-0.0168818,0.017658,0.0186195,0.018783,-0.0014741,0.0158783,0.0046714,-0.0019718,0.0084763,0.0017514,-5.384E-4, 

0.0024864,-0.0186532,0.0052381,0.0091265,-5.797E-4,0.0089523,-0.0037287,-0.0179893,0.0085774,0.0047712,-0.0019306,0.0150905,0.0152778,-0.0069456,-0.0065155,-0.0083634,0.0071666,-0.0017255,-0.0083448,-0.0021993,0.001258,-0.0012815,0.0155449,-0.0059218,0.0050287,0.0085682,-0.0060597,-0.0015273,0.0094182,-0.0130867,0.0010809, 

-0.010986,-0.0131705,-0.0198206,-0.0010088,-0.006815,0.0180345,-0.0200355,-0.0155148,0.0170248,2.662E-4,0.0023072,0.0054748,0.0020851,-0.001231,0.0034085,0.008068,-0.0059222,-0.0142713,0.0182605,-5.46E-4,-0.0014657,0.0113832,-0.0096287,-0.0089039,0.0142438,-0.0055495,3.377E-4,-0.0035361,0.0050492,0.0143587,-0.013028, 

0.0150518,-0.0246854,-0.0046131,-9.83E-5,0.0076033,0.0149087,5.18E-5,-0.0104094,0.0033836,0.0037612,-0.00942,-0.002857,-0.0093657,-0.0033849,0.0029917,0.0064599,0.0086642,0.0040201,0.0053435,-0.0048555,0.0108403,-0.0011685,0.0145995,0.0037167,-0.0044926,0.0169275,0.0032204,-0.0205761,0.0082286,0.0019342,-0.0017823, 

-0.0115056,0.0221823,-0.0074637,0.013624,0.0042753,0.0020497,0.0031451,-0.0118876,-0.0041529,-0.0016223,-0.0131347,-0.0025498,7.723E-4,-0.0070572,0.0079687,0.0120617,-0.0028452,-0.0111856,0.0015306,-0.0166099,0.0130536,-0.0040391,-0.0094819,0.0031122,0.0019483,-0.0015808,0.0054848,-0.0093209,-0.0028907,-0.0099293,-0.0164427, 

0.0014626,-0.0049288,0.0105699,0.0041346,-0.0123532,0.0132913,-0.0044307,-0.0024596,0.0013328,0.0177013,0.0070718,-0.0122804,0.0050415,0.0025304,-0.0139701,0.0017236,0.0037124,-0.0056437,-0.008476,-0.002126,-0.0033947,0.0022921,9.224E-4,-0.0130362,0.0013638,0.0032841,0.0120918,0.0125054,0.008782,-0.0104379,7.071E-4, 

-0.011275,0.0042364,0.0203199,0.0129933,3.429E-4,0.0112967,0.0011894,0.0024554,0.0018912,0.0040451,0.0056891,-0.0276783,-0.0127399,0.0133568,-7.228E-4,9.081E-4,0.0031789,-0.0165781,0.0031431,0.0038075,-0.0165556,-0.0068549,0.0039703,-0.0050945,-0.0086248,-0.0089218,0.0026339,0.0065174,0.0124347,0.0019407,-0.0113882, 

-0.0050826,-0.0084307,0.0143697,-0.0109155,0.0086296,-0.0160182,-0.0049542,0.0099239,0.0015268,-0.0023015,-0.0199762,0.0161003,0.003316,-0.003571,0.00171,0.0174565,-0.0074474,-0.0015643,0.0065129,-0.011393,-0.0077393,-0.0195096,0.0134821,-0.0039812,0.0046379,-0.0042656,-0.0024166,-0.0050677,-0.0077512,-0.0030336,-0.0010976, 

